id,number_1,operator,number_2,solution
3758,283,0,886,1169
3759,99,0,419,518
3760,154,0,408,562
3761,889,0,709,1598
3762,184,0,793,977
3763,542,0,789,1331
3764,228,0,156,384
3765,700,0,488,1188
3766,208,0,528,736
3767,54,0,397,451
3768,205,0,166,371
3769,996,0,886,1882
3770,264,0,711,975
3771,320,0,794,1114
3772,524,0,77,601
3773,517,0,763,1280
3774,338,0,251,589
3775,488,0,927,1415
3776,587,0,714,1301
3777,830,0,288,1118
3778,149,0,216,365
3779,514,0,954,1468
3780,667,0,630,1297
3781,740,0,783,1523
3782,179,0,321,500
3783,33,0,214,247
3784,664,0,166,830
3785,73,0,72,145
3786,335,0,795,1130
3787,944,0,607,1551
3788,55,0,155,210
3789,386,0,177,563
3790,657,0,974,1631
3791,576,0,455,1031
3792,763,0,326,1089
3793,64,0,831,895
3794,562,0,91,653
3795,327,0,565,892
3796,25,0,385,410
3797,205,0,550,755
3798,371,0,658,1029
3799,136,0,428,564
3800,192,0,488,680
3801,551,0,212,763
3802,12,0,92,104
3803,279,0,139,418
3804,625,0,693,1318
3805,846,0,676,1522
3806,865,0,937,1802
3807,112,0,400,512
3808,311,0,697,1008
3809,714,0,16,730
3810,953,0,703,1656
3811,246,0,252,498
3812,508,0,634,1142
3813,305,0,7,312
3814,374,0,62,436
3815,657,0,734,1391
3816,931,0,744,1675
3817,786,0,422,1208
3818,771,0,919,1690
3819,443,0,450,893
3820,951,0,988,1939
3821,400,0,924,1324
3822,513,0,203,716
3823,695,0,710,1405
3824,436,0,673,1109
3825,693,0,734,1427
3826,373,0,946,1319
3827,839,0,896,1735
3828,192,0,251,443
3829,352,0,702,1054
3830,549,0,331,880
3831,44,0,743,787
3832,644,0,7,651
3833,303,0,535,838
3834,318,0,573,891
3835,443,0,988,1431
3836,720,0,347,1067
3837,193,0,569,762
3838,778,0,152,930
3839,353,0,248,601
3840,684,0,802,1486
3841,670,0,133,803
3842,988,0,577,1565
3843,185,0,673,858
3844,495,0,136,631
3845,564,0,228,792
3846,799,0,920,1719
3847,429,0,548,977
3848,707,0,445,1152
3849,512,0,553,1065
3850,751,0,561,1312
3851,926,0,26,952
3852,942,0,514,1456
3853,63,0,687,750
3854,270,0,123,393
3855,31,0,309,340
3856,439,0,749,1188
3857,247,0,671,918
3858,588,0,292,880
3859,116,0,546,662
3860,902,0,938,1840
3861,284,0,710,994
3862,699,0,330,1029
3863,417,0,46,463
3864,719,0,511,1230
3865,825,0,196,1021
3866,252,0,463,715
3867,903,0,514,1417
3868,660,0,107,767
3869,962,0,932,1894
3870,624,0,732,1356
3871,392,0,466,858
3872,704,0,768,1472
3873,217,0,398,615
3874,342,0,391,733
3875,168,0,723,891
3876,27,0,431,458
3877,12,0,76,88
3878,126,0,96,222
3879,295,0,866,1161
3880,928,0,38,966
3881,277,0,615,892
3882,404,0,379,783
3883,830,0,700,1530
3884,144,0,784,928
3885,148,0,879,1027
3886,630,0,784,1414
3887,603,0,99,702
3888,514,0,814,1328
3889,558,0,548,1106
3890,196,0,53,249
3891,518,0,786,1304
3892,198,0,140,338
3893,859,0,244,1103
3894,280,0,945,1225
3895,476,0,326,802
3896,95,0,269,364
3897,873,0,757,1630
3898,380,0,873,1253
3899,754,0,398,1152
3900,369,0,650,1019
3901,678,0,46,724
3902,740,0,904,1644
3903,758,0,224,982
3904,982,0,328,1310
3905,605,0,429,1034
3906,174,0,731,905
3907,535,0,84,619
3908,847,0,784,1631
3909,2,0,477,479
3910,59,0,851,910
3911,798,0,296,1094
3912,65,0,823,888
3913,567,0,888,1455
3914,156,0,258,414
3915,344,0,37,381
3916,936,0,103,1039
3917,491,0,546,1037
3918,567,0,229,796
3919,798,0,766,1564
3920,532,0,473,1005
3921,85,0,210,295
3922,584,0,83,667
3923,676,0,703,1379
3924,263,0,790,1053
3925,998,0,351,1349
3926,630,0,443,1073
3927,700,0,148,848
3928,653,0,656,1309
3929,691,0,360,1051
3930,968,0,155,1123
3931,734,0,588,1322
3932,18,0,289,307
3933,629,0,610,1239
3934,381,0,217,598
3935,618,0,858,1476
3936,848,0,261,1109
3937,801,0,578,1379
3938,341,0,32,373
3939,448,0,157,605
3940,807,0,76,883
3941,841,0,472,1313
3942,424,0,96,520
3943,226,0,305,531
3944,338,0,975,1313
3945,881,0,882,1763
3946,682,0,436,1118
3947,753,0,221,974
3948,165,0,34,199
3949,210,0,659,869
3950,192,0,826,1018
3951,797,0,56,853
3952,201,0,703,904
3953,49,0,399,448
3954,1,0,292,293
3955,524,0,181,705
3956,183,0,754,937
3957,926,0,909,1835
3958,66,0,364,430
3959,187,0,254,441
3960,510,0,256,766
3961,45,0,42,87
3962,441,0,633,1074
3963,669,0,205,874
3964,436,0,930,1366
3965,287,0,255,542
3966,280,0,803,1083
3967,559,0,900,1459
3968,551,0,919,1470
3969,267,0,244,511
3970,546,0,465,1011
3971,71,0,741,812
3972,977,0,889,1866
3973,535,0,542,1077
3974,994,0,101,1095
3975,974,0,921,1895
3976,934,0,304,1238
3977,897,0,251,1148
3978,630,0,191,821
3979,589,0,743,1332
3980,888,0,641,1529
3981,459,0,910,1369
3982,232,0,125,357
3983,404,0,512,916
3984,61,0,76,137
3985,143,0,894,1037
3986,56,0,144,200
3987,997,0,912,1909
3988,577,0,723,1300
3989,358,0,844,1202
3990,799,0,699,1498
3991,356,0,216,572
3992,306,0,151,457
3993,250,0,257,507
3994,949,0,857,1806
3995,56,0,704,760
3996,300,0,59,359
3997,926,0,153,1079
3998,637,0,161,798
3999,879,0,982,1861
4000,790,0,773,1563
4001,80,0,633,713
4002,900,0,303,1203
4003,236,0,569,805
4004,344,0,197,541
4005,871,0,759,1630
4006,618,0,740,1358
4007,0,0,579,579
4008,265,0,664,929
4009,672,0,511,1183
4010,813,0,601,1414
4011,741,0,443,1184
4012,793,0,320,1113
4013,745,0,508,1253
4014,343,0,18,361
4015,786,0,452,1238
4016,871,0,446,1317
4017,358,0,995,1353
4018,90,0,274,364
4019,707,0,964,1671
4020,50,0,454,504
4021,873,0,375,1248
4022,55,0,331,386
4023,661,0,680,1341
4024,385,0,289,674
4025,909,0,228,1137
4026,239,0,566,805
4027,744,0,76,820
4028,845,0,755,1600
4029,512,0,215,727
4030,4,0,954,958
4031,585,0,21,606
4032,5,0,945,950
4033,24,0,365,389
4034,18,0,396,414
4035,167,0,25,192
4036,977,0,596,1573
4037,323,0,486,809
4038,265,0,538,803
4039,227,0,914,1141
4040,187,0,38,225
4041,314,0,798,1112
4042,383,0,763,1146
4043,507,0,475,982
4044,86,0,634,720
4045,473,0,406,879
4046,376,0,442,818
4047,990,0,412,1402
4048,552,0,266,818
4049,658,0,663,1321
4050,782,0,626,1408
4051,807,0,951,1758
4052,822,0,454,1276
4053,406,0,299,705
4054,105,0,868,973
4055,342,0,368,710
4056,427,0,325,752
4057,26,0,270,296
4058,305,0,479,784
4059,309,0,315,624
4060,290,0,8,298
4061,339,0,95,434
4062,380,0,237,617
4063,493,0,211,704
4064,500,0,324,824
4065,283,0,623,906
4066,588,0,492,1080
4067,619,0,1000,1619
4068,679,0,335,1014
4069,431,0,236,667
4070,754,0,968,1722
4071,659,0,951,1610
4072,39,0,330,369
4073,431,0,159,590
4074,661,0,202,863
4075,570,0,552,1122
4076,928,0,858,1786
4077,867,0,254,1121
4078,213,0,411,624
4079,613,0,492,1105
4080,15,0,767,782
4081,890,0,505,1395
4082,562,0,188,750
4083,512,0,338,850
4084,390,0,882,1272
4085,107,0,337,444
4086,250,0,506,756
4087,707,0,147,854
4088,678,0,489,1167
4089,512,0,363,875
4090,949,0,768,1717
4091,767,0,687,1454
4092,8,0,70,78
4093,27,0,904,931
4094,188,0,842,1030
4095,566,0,148,714
4096,158,0,468,626
4097,296,0,516,812
4098,801,0,573,1374
4099,325,0,839,1164
4100,73,0,25,98
4101,689,0,625,1314
4102,272,0,856,1128
4103,781,0,368,1149
4104,387,0,917,1304
4105,907,0,35,942
4106,499,0,0,499
4107,567,0,890,1457
4108,451,0,928,1379
4109,264,0,130,394
4110,993,0,622,1615
4111,666,0,992,1658
4112,569,0,397,966
4113,755,0,813,1568
4114,277,0,306,583
4115,150,0,769,919
4116,441,0,859,1300
4117,988,0,53,1041
4118,479,0,593,1072
4119,236,0,235,471
4120,588,0,563,1151
4121,950,0,912,1862
4122,24,0,662,686
4123,535,0,984,1519
4124,613,0,117,730
4125,304,0,33,337
4126,571,0,366,937
4127,129,0,432,561
4128,578,0,507,1085
4129,597,0,585,1182
4130,47,0,671,718
4131,91,0,608,699
4132,874,0,43,917
4133,105,0,593,698
4134,668,0,54,722
4135,324,0,514,838
4136,138,0,325,463
4137,948,0,123,1071
4138,322,0,604,926
4139,86,0,868,954
4140,433,0,194,627
4141,462,0,588,1050
4142,405,0,990,1395
4143,965,0,697,1662
4144,923,0,509,1432
4145,591,0,450,1041
4146,298,0,657,955
4147,988,0,721,1709
4148,18,0,267,285
4149,28,0,975,1003
4150,394,0,43,437
4151,370,0,153,523
4152,157,0,467,624
4153,259,0,367,626
4154,716,0,434,1150
4155,500,0,565,1065
4156,574,0,29,603
4157,811,0,542,1353
4158,781,0,950,1731
4159,843,0,889,1732
4160,70,0,566,636
4161,161,0,852,1013
4162,397,0,424,821
4163,786,0,370,1156
4164,627,0,976,1603
4165,959,0,771,1730
4166,797,0,912,1709
4167,573,0,934,1507
4168,491,0,697,1188
4169,223,0,170,393
4170,725,0,706,1431
4171,471,0,651,1122
4172,251,0,203,454
4173,505,0,122,627
4174,107,0,39,146
4175,308,0,617,925
4176,438,0,754,1192
4177,685,0,876,1561
4178,453,0,394,847
4179,941,0,215,1156
4180,880,0,706,1586
4181,222,0,306,528
4182,581,0,58,639
4183,173,0,279,452
4184,679,0,231,910
4185,331,0,484,815
4186,996,0,173,1169
4187,363,0,262,625
4188,332,0,982,1314
4189,350,0,684,1034
4190,679,0,183,862
4191,599,0,621,1220
4192,451,0,981,1432
4193,680,0,604,1284
4194,520,0,840,1360
4195,786,0,157,943
4196,514,0,959,1473
4197,118,0,285,403
4198,88,0,237,325
4199,284,0,784,1068
4200,484,0,807,1291
4201,987,0,747,1734
4202,625,0,677,1302
4203,228,0,99,327
4204,433,0,461,894
4205,81,0,111,192
4206,457,0,141,598
4207,145,0,960,1105
4208,53,0,962,1015
4209,89,0,572,661
4210,493,0,296,789
4211,443,0,613,1056
4212,403,0,247,650
4213,108,0,271,379
4214,994,0,472,1466
4215,358,0,182,540
4216,253,0,712,965
4217,706,0,107,813
4218,886,0,122,1008
4219,136,0,183,319
4220,526,0,927,1453
4221,331,0,219,550
4222,624,0,382,1006
4223,571,0,458,1029
4224,190,0,924,1114
4225,145,0,499,644
4226,387,0,792,1179
4227,129,0,882,1011
4228,803,0,331,1134
4229,78,0,861,939
4230,735,0,127,862
4231,82,0,268,350
4232,854,0,541,1395
4233,881,0,403,1284
4234,459,0,207,666
4235,588,0,7,595
4236,904,0,67,971
4237,54,0,152,206
4238,307,0,432,739
4239,578,0,106,684
4240,967,0,145,1112
4241,443,0,547,990
4242,365,0,890,1255
4243,88,0,448,536
4244,879,0,721,1600
4245,939,0,160,1099
4246,386,0,478,864
4247,374,0,924,1298
4248,948,0,905,1853
4249,205,0,723,928
4250,148,0,652,800
4251,904,0,885,1789
4252,685,0,455,1140
4253,704,0,372,1076
4254,643,0,976,1619
4255,804,0,596,1400
4256,689,0,935,1624
4257,613,0,842,1455
4258,492,0,863,1355
4259,194,0,732,926
4260,900,0,812,1712
4261,528,0,859,1387
4262,626,0,257,883
4263,697,0,891,1588
4264,144,0,945,1089
4265,315,0,962,1277
4266,429,0,971,1400
4267,69,0,774,843
4268,79,0,51,130
4269,430,0,872,1302
4270,523,0,714,1237
4271,885,0,689,1574
4272,583,0,361,944
4273,119,0,512,631
4274,574,0,303,877
4275,975,0,151,1126
4276,385,0,475,860
4277,904,0,877,1781
4278,457,0,637,1094
4279,484,0,430,914
4280,582,0,136,718
4281,968,0,489,1457
4282,565,0,982,1547
4283,519,0,638,1157
4284,816,0,591,1407
4285,56,0,403,459
4286,155,0,115,270
4287,648,0,476,1124
4288,913,0,908,1821
4289,171,0,792,963
4290,134,0,575,709
4291,410,0,438,848
4292,644,0,174,818
4293,378,0,923,1301
4294,460,0,256,716
4295,159,0,188,347
4296,448,0,428,876
4297,377,0,297,674
4298,297,0,781,1078
4299,179,0,475,654
4300,725,0,305,1030
4301,93,0,745,838
4302,700,0,129,829
4303,213,0,644,857
4304,453,0,987,1440
4305,441,0,488,929
4306,574,0,745,1319
4307,833,0,704,1537
4308,773,0,820,1593
4309,408,0,882,1290
4310,894,0,338,1232
4311,4,0,21,25
4312,389,0,566,955
4313,822,0,777,1599
4314,525,0,623,1148
4315,623,0,145,768
4316,640,0,30,670
4317,687,0,19,706
4318,925,0,268,1193
4319,672,0,817,1489
4320,151,0,200,351
4321,467,0,27,494
4322,989,0,283,1272
4323,742,0,26,768
4324,866,0,697,1563
4325,605,0,530,1135
4326,891,0,640,1531
4327,210,0,991,1201
4328,645,0,856,1501
4329,844,0,795,1639
4330,52,0,80,132
4331,16,0,837,853
4332,237,0,44,281
4333,413,0,921,1334
4334,661,0,210,871
4335,239,0,149,388
4336,777,0,181,958
4337,273,0,619,892
4338,245,0,975,1220
4339,130,0,856,986
4340,205,0,306,511
4341,77,0,889,966
4342,310,0,233,543
4343,957,0,640,1597
4344,126,0,30,156
4345,390,0,434,824
4346,959,0,934,1893
4347,668,0,392,1060
4348,775,0,573,1348
4349,32,0,780,812
4350,752,0,924,1676
4351,206,0,642,848
4352,580,0,165,745
4353,121,0,365,486
4354,727,0,287,1014
4355,279,0,25,304
4356,568,0,132,700
4357,711,0,678,1389
4358,892,0,565,1457
4359,631,0,654,1285
4360,204,0,835,1039
4361,405,0,647,1052
4362,778,0,211,989
4363,607,0,481,1088
4364,324,0,691,1015
4365,993,0,41,1034
4366,709,0,59,768
4367,573,0,964,1537
4368,953,0,248,1201
4369,383,0,888,1271
4370,495,0,333,828
4371,176,0,64,240
4372,138,0,140,278
4373,362,0,661,1023
4374,56,0,931,987
4375,416,0,622,1038
4376,865,0,934,1799
4377,808,0,102,910
4378,626,0,231,857
4379,261,0,690,951
4380,846,0,321,1167
4381,249,0,649,898
4382,663,0,241,904
4383,702,0,252,954
4384,784,0,504,1288
4385,100,0,125,225
4386,980,0,621,1601
4387,160,0,294,454
4388,335,0,833,1168
4389,783,0,943,1726
4390,148,0,162,310
4391,874,0,661,1535
4392,83,0,426,509
4393,974,0,564,1538
4394,17,0,766,783
4395,577,0,511,1088
4396,501,0,98,599
4397,813,0,81,894
4398,917,0,64,981
4399,297,0,962,1259
4400,682,0,322,1004
4401,792,0,266,1058
4402,218,0,538,756
4403,144,0,726,870
4404,574,0,670,1244
4405,51,0,908,959
4406,611,0,536,1147
4407,201,0,149,350
4408,353,0,805,1158
4409,57,0,69,126
4410,651,0,964,1615
4411,805,0,458,1263
4412,679,0,519,1198
4413,458,0,479,937
4414,304,0,802,1106
4415,359,0,989,1348
4416,350,0,732,1082
4417,361,0,420,781
4418,842,0,570,1412
4419,359,0,885,1244
4420,201,0,41,242
4421,933,0,12,945
4422,8,0,595,603
4423,82,0,415,497
4424,844,0,512,1356
4425,643,0,794,1437
4426,675,0,971,1646
4427,230,0,53,283
4428,46,0,709,755
4429,170,0,375,545
4430,896,0,717,1613
4431,988,0,712,1700
4432,609,0,847,1456
4433,696,0,866,1562
4434,905,0,251,1156
4435,939,0,214,1153
4436,596,0,593,1189
4437,882,0,414,1296
4438,383,0,60,443
4439,395,0,162,557
4440,476,0,357,833
4441,594,0,534,1128
4442,56,0,150,206
4443,161,0,391,552
4444,443,0,976,1419
4445,377,0,399,776
4446,265,0,569,834
4447,54,0,792,846
4448,475,0,362,837
4449,916,0,169,1085
4450,523,0,339,862
4451,126,0,979,1105
4452,246,0,29,275
4453,256,0,142,398
4454,219,0,737,956
4455,506,0,924,1430
4456,2,0,75,77
4457,886,0,692,1578
4458,668,0,368,1036
4459,552,0,388,940
4460,841,0,944,1785
4461,602,0,137,739
4462,497,0,750,1247
4463,696,0,898,1594
4464,323,0,154,477
4465,989,0,519,1508
4466,811,0,203,1014
4467,229,0,635,864
4468,996,0,551,1547
4469,328,0,151,479
4470,8,0,718,726
4471,855,0,662,1517
4472,453,0,839,1292
4473,712,0,253,965
4474,908,0,475,1383
4475,137,0,630,767
4476,363,0,255,618
4477,41,0,303,344
4478,575,0,259,834
4479,522,0,303,825
4480,679,0,365,1044
4481,636,0,153,789
4482,501,0,197,698
4483,924,0,599,1523
4484,363,0,626,989
4485,48,0,931,979
4486,45,0,48,93
4487,597,0,366,963
4488,88,0,490,578
4489,754,0,53,807
4490,449,0,198,647
4491,535,0,330,865
4492,58,0,537,595
4493,534,0,892,1426
4494,791,0,622,1413
4495,567,0,386,953
4496,723,0,170,893
4497,363,0,805,1168
4498,237,0,524,761
4499,289,0,322,611
4500,519,0,148,667
4501,145,0,244,389
4502,230,0,385,615
4503,804,0,653,1457
4504,422,0,552,974
4505,299,0,949,1248
4506,416,0,470,886
4507,356,0,33,389
4508,594,0,336,930
4509,237,0,763,1000
4510,31,0,966,997
4511,772,0,476,1248
4512,457,0,341,798
4513,855,0,58,913
4514,601,0,501,1102
4515,492,0,931,1423
4516,553,0,243,796
4517,325,0,167,492
4518,524,0,460,984
4519,127,0,423,550
4520,498,0,320,818
4521,821,0,81,902
4522,90,0,383,473
4523,95,0,400,495
4524,346,0,992,1338
4525,112,0,68,180
4526,163,0,561,724
4527,510,0,728,1238
4528,451,0,886,1337
4529,108,0,394,502
4530,403,0,985,1388
4531,171,0,828,999
4532,275,0,323,598
4533,29,0,458,487
4534,979,0,662,1641
4535,676,0,164,840
4536,423,0,752,1175
4537,892,0,12,904
4538,355,0,982,1337
4539,404,0,652,1056
4540,241,0,154,395
4541,375,0,162,537
4542,832,0,1,833
4543,843,0,841,1684
4544,220,0,777,997
4545,707,0,110,817
4546,925,0,91,1016
4547,483,0,473,956
4548,271,0,954,1225
4549,836,0,800,1636
4550,601,0,474,1075
4551,579,0,667,1246
4552,757,0,85,842
4553,3,0,24,27
4554,739,0,36,775
4555,634,0,783,1417
4556,45,0,447,492
4557,917,0,679,1596
4558,654,0,302,956
4559,632,0,343,975
4560,300,0,874,1174
4561,315,0,775,1090
4562,734,0,202,936
4563,943,0,936,1879
4564,865,0,916,1781
4565,980,0,80,1060
4566,721,0,819,1540
4567,71,0,314,385
4568,330,0,171,501
4569,638,0,630,1268
4570,265,0,989,1254
4571,315,0,962,1277
4572,456,0,291,747
4573,833,0,362,1195
4574,698,0,247,945
4575,506,0,555,1061
4576,760,0,479,1239
4577,426,0,609,1035
4578,537,0,262,799
4579,397,0,757,1154
4580,558,0,124,682
4581,379,0,528,907
4582,828,0,859,1687
4583,265,0,29,294
4584,130,0,727,857
4585,22,0,17,39
4586,97,0,911,1008
4587,48,0,467,515
4588,55,0,637,692
4589,866,0,360,1226
4590,165,0,93,258
4591,677,0,448,1125
4592,57,0,381,438
4593,495,0,522,1017
4594,539,0,339,878
4595,245,0,851,1096
4596,274,0,864,1138
4597,872,0,370,1242
4598,299,0,444,743
4599,608,0,608,1216
4600,120,0,302,422
4601,569,0,531,1100
4602,913,0,990,1903
4603,994,0,906,1900
4604,899,0,446,1345
4605,820,0,664,1484
4606,936,0,632,1568
4607,133,0,343,476
4608,649,0,635,1284
4609,367,0,649,1016
4610,161,0,493,654
4611,812,0,888,1700
4612,730,0,757,1487
4613,769,0,677,1446
4614,652,0,621,1273
4615,463,0,771,1234
4616,698,0,74,772
4617,0,0,426,426
4618,614,0,969,1583
4619,335,0,337,672
4620,236,0,687,923
4621,308,0,468,776
4622,528,0,206,734
4623,221,0,107,328
4624,862,0,351,1213
4625,250,0,813,1063
4626,547,0,927,1474
4627,655,0,852,1507
4628,408,0,56,464
4629,627,0,143,770
4630,221,0,293,514
4631,145,0,102,247
4632,111,0,968,1079
4633,105,0,401,506
4634,36,0,188,224
4635,316,0,725,1041
4636,360,0,963,1323
4637,318,0,475,793
4638,427,0,491,918
4639,649,0,889,1538
4640,62,0,681,743
4641,554,0,831,1385
4642,362,0,567,929
4643,911,0,631,1542
4644,592,0,589,1181
4645,222,0,94,316
4646,399,0,379,778
4647,664,0,447,1111
4648,538,0,981,1519
4649,20,0,658,678
4650,873,0,931,1804
4651,353,0,896,1249
4652,527,0,147,674
4653,155,0,876,1031
4654,511,0,761,1272
4655,789,0,558,1347
4656,369,0,685,1054
4657,677,0,101,778
4658,496,0,563,1059
4659,413,0,939,1352
4660,108,0,196,304
4661,272,0,940,1212
4662,999,0,121,1120
4663,414,0,549,963
4664,147,0,994,1141
4665,126,0,51,177
4666,915,0,574,1489
4667,94,0,45,139
4668,901,0,350,1251
4669,331,0,167,498
4670,260,0,554,814
4671,11,0,810,821
4672,421,0,722,1143
4673,103,0,260,363
4674,362,0,874,1236
4675,301,0,495,796
4676,134,0,226,360
4677,488,0,925,1413
4678,82,0,550,632
4679,490,0,111,601
4680,875,0,183,1058
4681,154,0,332,486
4682,355,0,143,498
4683,61,0,296,357
4684,516,0,745,1261
4685,522,0,871,1393
4686,393,0,138,531
4687,75,0,752,827
4688,588,0,323,911
4689,14,0,285,299
4690,295,0,859,1154
4691,411,0,700,1111
4692,951,0,112,1063
4693,884,0,234,1118
4694,939,0,664,1603
4695,88,0,868,956
4696,27,0,289,316
4697,193,0,962,1155
4698,203,0,295,498
4699,617,0,39,656
4700,205,0,572,777
4701,448,0,272,720
4702,742,0,434,1176
4703,478,0,507,985
4704,145,0,92,237
4705,887,0,313,1200
4706,92,0,418,510
4707,607,0,188,795
4708,637,0,694,1331
4709,420,0,194,614
4710,355,0,118,473
4711,310,0,309,619
4712,686,0,412,1098
4713,632,0,86,718
4714,581,0,474,1055
4715,288,0,845,1133
4716,915,0,252,1167
4717,866,0,392,1258
4718,579,0,847,1426
4719,833,0,187,1020
4720,213,0,37,250
4721,321,0,380,701
4722,527,0,361,888
4723,487,0,406,893
4724,561,0,494,1055
4725,639,0,634,1273
4726,888,0,873,1761
4727,532,0,15,547
4728,49,0,493,542
4729,800,0,713,1513
4730,634,0,552,1186
4731,323,0,63,386
4732,437,0,706,1143
4733,1000,0,581,1581
4734,646,0,430,1076
4735,524,0,173,697
4736,871,0,873,1744
4737,726,0,583,1309
4738,794,0,25,819
4739,304,0,215,519
4740,480,0,313,793
4741,817,0,190,1007
4742,341,0,513,854
4743,720,0,796,1516
4744,967,0,952,1919
4745,18,0,121,139
4746,857,0,256,1113
4747,658,0,456,1114
4748,533,0,38,571
4749,579,0,837,1416
4750,934,0,458,1392
4751,935,0,23,958
4752,270,0,594,864
4753,712,0,807,1519
4754,755,0,371,1126
4755,213,0,86,299
4756,949,0,836,1785
4757,0,0,766,766
4758,791,0,613,1404
4759,228,0,232,460
4760,799,0,838,1637
4761,478,0,796,1274
4762,309,0,281,590
4763,245,0,959,1204
4764,156,0,914,1070
4765,78,0,294,372
4766,199,0,557,756
4767,37,0,892,929
4768,157,0,464,621
4769,22,0,884,906
4770,318,0,846,1164
4771,716,0,618,1334
4772,803,0,423,1226
4773,47,0,915,962
4774,305,0,942,1247
4775,977,0,856,1833
4776,386,0,948,1334
4777,106,0,416,522
4778,139,0,355,494
4779,859,0,179,1038
4780,277,0,65,342
4781,20,0,288,308
4782,19,0,176,195
4783,909,0,158,1067
4784,75,0,589,664
4785,772,0,971,1743
4786,708,0,679,1387
4787,775,0,672,1447
4788,98,0,366,464
4789,356,0,738,1094
4790,974,0,9,983
4791,886,0,864,1750
4792,292,0,949,1241
4793,837,0,309,1146
4794,506,0,507,1013
4795,340,0,275,615
4796,32,0,971,1003
4797,809,0,574,1383
4798,627,0,341,968
4799,16,0,675,691
4800,710,0,233,943
4801,911,0,559,1470
4802,648,0,590,1238
4803,383,0,163,546
4804,259,0,465,724
4805,63,0,687,750
4806,615,0,989,1604
4807,921,0,714,1635
4808,471,0,889,1360
4809,922,0,752,1674
4810,256,0,203,459
4811,442,0,511,953
4812,490,0,845,1335
4813,72,0,782,854
4814,885,0,897,1782
4815,883,0,168,1051
4816,179,0,283,462
4817,363,0,966,1329
4818,547,0,672,1219
4819,400,0,620,1020
4820,50,0,843,893
4821,398,0,824,1222
4822,303,0,153,456
4823,624,0,239,863
4824,979,0,755,1734
4825,10,0,727,737
4826,126,0,301,427
4827,290,0,844,1134
4828,795,0,381,1176
4829,355,0,469,824
4830,80,0,361,441
4831,479,0,428,907
4832,93,0,869,962
4833,870,0,888,1758
4834,209,0,742,951
4835,396,0,831,1227
4836,465,0,169,634
4837,25,0,170,195
4838,972,0,147,1119
4839,599,0,573,1172
4840,128,0,721,849
4841,297,0,268,565
4842,46,0,549,595
4843,504,0,913,1417
4844,252,0,912,1164
4845,645,0,22,667
4846,562,0,748,1310
4847,132,0,810,942
4848,148,0,748,896
4849,522,0,397,919
4850,594,0,777,1371
4851,821,0,429,1250
4852,472,0,78,550
4853,237,0,501,738
4854,142,0,183,325
4855,523,0,640,1163
4856,57,0,113,170
4857,230,0,808,1038
4858,713,0,586,1299
4859,247,0,830,1077
4860,675,0,477,1152
4861,662,0,733,1395
4862,307,0,974,1281
4863,217,0,819,1036
4864,433,0,20,453
4865,42,0,469,511
4866,698,0,786,1484
4867,826,0,550,1376
4868,917,0,595,1512
4869,629,0,343,972
4870,480,0,820,1300
4871,672,0,797,1469
4872,747,0,756,1503
4873,917,0,513,1430
4874,458,0,788,1246
4875,102,0,867,969
4876,278,0,620,898
